duration,src_bytes,dst_bytes,ground_truth
-2.3025850929940455,5.199049364889368,8.60338923611281,0
-2.3025850929940455,5.476881874464279,6.1864143640514095,0
-2.3025850929940455,5.460010955546024,7.198258368620619,0
-2.3025850929940455,5.3895282466014205,7.198258368620619,0
-2.3025850929940455,5.380358076884246,7.616825020085898,0
-2.3025850929940455,5.380358076884246,7.616825020085898,0
-2.3025850929940455,5.357057861570636,7.570494797120657,0
-2.3025850929940455,5.069532935343741,8.315590951089755,0
-2.3025850929940455,5.347583607850955,5.017941869278694,0
-2.3025850929940455,5.357057861570636,6.6670840107997105,0
-2.3025850929940455,5.347583607850955,6.436310611939997,0
-2.3025850929940455,5.176714544788788,7.593424569686124,0
-2.3025850929940455,5.403127730900382,6.650408406326429,0
-2.3025850929940455,5.54556799320548,7.063989501012773,0
-2.3025850929940455,5.485211785187126,5.557214087568064,0
-2.3025850929940455,5.5610661724546055,7.515943520314892,0
-2.3025850929940455,5.485211785187126,5.5649034757050835,0
-2.3025850929940455,5.549465114271844,6.706984578519653,0
-2.3025850929940455,5.4514675460417115,5.541655625147766,0
-2.3025850929940455,5.4514675460417115,6.222774661088585,0
-2.3025850929940455,5.54556799320548,7.149210150067599,0
-2.3025850929940455,5.455748374496865,5.541655625147766,0
-2.3025850929940455,5.485211785187126,5.557214087568064,0
-2.3025850929940455,5.476881874464279,6.875335387726026,0
-2.3025850929940455,5.501666290534067,7.559611605124202,0
-2.3025850929940455,5.513831890697755,7.663454634199047,0
-2.3025850929940455,5.869579359117858,7.468570347493042,0
-2.3025850929940455,5.263208189434469,8.291822161111677,0
-2.3025850929940455,5.366443195595637,9.61307508929095,0
-2.3025850929940455,5.357057861570636,7.177095157186053,0
-2.3025850929940455,5.371103036273684,8.2079741886338,0
-2.3025850929940455,5.380358076884246,9.821957489297494,0
-2.3025850929940455,5.323497665078335,6.049969276480545,0
-2.3025850929940455,5.044070070182493,6.049969276480545,0
-2.3025850929940455,5.308762624409575,6.049969276480545,0
-2.3025850929940455,5.460010955546024,8.798922581758593,0
-2.3025850929940455,5.557214087568064,8.273106863082102,0
-2.3025850929940455,5.707442435487688,7.883484046604904,0
-2.3025850929940455,5.774862056337153,6.049969276480545,0
-2.3025850929940455,5.9137732393921105,6.254021100779027,0
-2.3025850929940455,5.9137732393921105,6.254021100779027,0
-2.3025850929940455,5.1480757032174935,8.680009076818243,0
-2.3025850929940455,5.576327819303087,9.688008305264173,0
-2.3025850929940455,5.541655625147766,7.574609817587159,0
-2.3025850929940455,5.61349300330874,9.892937091640944,0
-2.3025850929940455,5.74652262833236,5.680513847716846,0
-2.3025850929940455,4.977423159890142,8.404270823551121,0
-2.3025850929940455,5.670225691127358,6.131443857161423,0
-2.3025850929940455,5.733664849138071,9.786846989009856,0
-2.3025850929940455,5.759217181544302,7.637764624274649,0
-2.3025850929940455,5.704115752446321,10.663056635806614,0
-2.3025850929940455,5.727173427446777,7.22773511773308,0
-2.3025850929940455,5.733664849138071,6.937411163889648,0
-2.3025850929940455,5.723911845951367,6.937411163889648,0
-2.3025850929940455,5.46848199307136,7.433134483755639,0
-2.3025850929940455,5.46848199307136,7.994328724038491,0
-2.3025850929940455,5.476881874464279,7.433134483755639,0
-2.3025850929940455,5.075798620002669,5.136386499401816,0
-2.3025850929940455,5.442850517280335,7.7324130617442925,0
-2.3025850929940455,5.425390449111513,7.128576134926702,0
-2.3025850929940455,5.447168313280391,9.0786472886253,0
-2.3025850929940455,5.4514675460417115,8.191213712765427,0
-2.3025850929940455,5.464255444091467,6.148681948306025,0
-2.3025850929940455,5.774862056337153,9.0786472886253,0
-2.3025850929940455,5.790265934544339,7.655437992190096,0
-2.3025850929940455,5.4165447479126865,7.6319649849939,0
-2.3025850929940455,5.4120923808068815,7.413427647507327,0
-2.3025850929940455,5.4120923808068815,8.191213712765427,0
-2.3025850929940455,5.43851399704132,7.658274739399952,0
-2.3025850929940455,5.476881874464279,5.717356594683319,0
-2.3025850929940455,5.481055503227208,7.679759849619577,0
-2.3025850929940455,5.46848199307136,7.655437992190096,0
-2.3025850929940455,5.43415858945945,5.717356594683319,0
-2.3025850929940455,5.100475998096045,8.402926466287415,0
-2.3025850929940455,5.489350863944013,7.658274739399952,0
-2.3025850929940455,5.472690753492817,5.690697235107546,0
-2.3025850929940455,5.472690753492817,7.655437992190096,0
-2.3025850929940455,5.338018733399589,7.600952458292124,0
-2.3025850929940455,5.361761539104571,7.679759849619577,0
-2.3025850929940455,5.694068782468562,7.600952458292124,0
-2.3025850929940455,5.710758088392627,7.679759849619577,0
